Activity_ID,L3(도메인),L4,L5,L6 Name,Cadence,Output Type,Digital Trace,seq,pre_dependency
V2-L6-0001,교육,교육과정설계,Pilot과정 운영,Pilot과정 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0383,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0384,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0383
V2-L6-0385,인력운영,비정규/계약직 인력 관리,파견직 관리,파견직 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0384
V2-L6-0386,인력운영,인력 활용,리스킬링,리스킬링 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0387,인력운영,인력 활용,리스킬링,리스킬링 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0386
V2-L6-0388,인력운영,인력 활용,리스킬링,리스킬링 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0387
V2-L6-0389,인력운영,인력 활용,사업특화 제도,사업특화 제도 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0390,인력운영,인력 활용,사업특화 제도,사업특화 제도 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0389
V2-L6-0391,인력운영,인력 활용,사업특화 제도,사업특화 제도 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0390
V2-L6-0392,인력운영,인력 활용,시니어,시니어 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0393,인력운영,인력 활용,시니어,시니어 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0392
V2-L6-0394,인력운영,인력 활용,시니어,시니어 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0393
V2-L6-0395,인력운영,인력계획,수정경영계획,수정경영계획 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0396,인력운영,인력계획,수정경영계획,수정경영계획 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0395
V2-L6-0397,인력운영,인력계획,수정경영계획,수정경영계획 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0396
V2-L6-0398,인력운영,인력계획,인력 계획,인력 계획 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0399,인력운영,인력계획,인력 계획,인력 계획 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0398
V2-L6-0400,인력운영,인력계획,인력 계획,인력 계획 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0399
V2-L6-0401,인력운영,인력이동,개별 전배,개별 전배 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0402,인력운영,인력이동,개별 전배,개별 전배 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0401
V2-L6-0403,인력운영,인력이동,개별 전배,개별 전배 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0402
V2-L6-0404,인력운영,인력이동,사내 Job Posting,사내 Job Posting 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0405,인력운영,인력이동,사내 Job Posting,사내 Job Posting 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0404
V2-L6-0406,인력운영,인력이동,사내 Job Posting,사내 Job Posting 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0405
V2-L6-0407,인력운영,인력이동,전입,전입 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0408,인력운영,인력이동,전입,전입 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0407
V2-L6-0409,인력운영,인력이동,전입,전입 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0408
V2-L6-0410,인력운영,인력정보,분석,분석 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0411,인력운영,인력정보,분석,분석 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0410
V2-L6-0412,인력운영,인력정보,분석,분석 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0411
V2-L6-0413,인력운영,인력정보,사원정보 관리,사원정보 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0414,인력운영,인력정보,사원정보 관리,사원정보 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0413
V2-L6-0415,인력운영,인력정보,사원정보 관리,사원정보 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0414
V2-L6-0416,인력운영,인력정보,인력 DB 관리,인력 DB 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0417,인력운영,인력정보,인력 DB 관리,인력 DB 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0416
V2-L6-0418,인력운영,인력정보,인력 DB 관리,인력 DB 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0417
V2-L6-0419,인력운영,인력정보,인사발령,인사발령 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0420,인력운영,인력정보,인사발령,인사발령 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0419
V2-L6-0421,인력운영,인력정보,인사발령,인사발령 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0420
V2-L6-0422,인력운영,인력정보,제증명 관리,제증명 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0423,인력운영,인력정보,제증명 관리,제증명 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0422
V2-L6-0424,인력운영,인력정보,제증명 관리,제증명 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0423
V2-L6-0425,인력운영,퇴직,리텐션,리텐션 기준서 확정,수시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0426,인력운영,퇴직,리텐션,리텐션 결과표 등록,수시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0425
V2-L6-0427,인력운영,퇴직,리텐션,리텐션 결과 통보 발송 완료,수시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0426
V2-L6-0428,인력운영,퇴직,퇴직,퇴직 기준서 확정,수시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0429,인력운영,퇴직,퇴직,퇴직 결과표 등록,수시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0428
V2-L6-0430,인력운영,퇴직,퇴직,퇴직 결과 통보 발송 완료,수시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0429
V2-L6-0431,인력운영,휴복직,복직,복직 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0432,인력운영,휴복직,복직,복직 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0431
V2-L6-0433,인력운영,휴복직,복직,복직 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0432
V2-L6-0434,인력운영,휴복직,휴직,휴직 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0435,인력운영,휴복직,휴직,휴직 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0434
V2-L6-0436,인력운영,휴복직,휴직,휴직 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0435
V2-L6-0437,임원조직,교육/양성,SLP/TLP 과정,SLP/TLP 과정 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0438,임원조직,교육/양성,SLP/TLP 과정,SLP/TLP 과정 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0437
V2-L6-0439,임원조직,교육/양성,SLP/TLP 과정,1차 SLP/TLP 과정 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0438
V2-L6-0440,임원조직,교육/양성,SLP/TLP 과정,TLP 과정 운영계획서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0439
V2-L6-0441,임원조직,교육/양성,SLP/TLP 과정,SLP 발행,상시,training_status,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0440
V2-L6-0442,임원조직,교육/양성,SLP/TLP 과정,TLP 수료결과표 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0441
V2-L6-0443,임원조직,교육/양성,그룹장 양성과정,그룹장 양성과정 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0444,임원조직,교육/양성,그룹장 양성과정,그룹장 양성과정 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0443
V2-L6-0445,임원조직,교육/양성,그룹장 양성과정,그룹장 양성과정 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0444
V2-L6-0446,임원조직,교육/양성,임원 부부 명상과정,임원 부부 명상과정 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0447,임원조직,교육/양성,임원 부부 명상과정,임원 부부 명상과정 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0446
V2-L6-0448,임원조직,교육/양성,임원 부부 명상과정,임원 부부 명상과정 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0447
V2-L6-0449,임원조직,인력운영,임원 계약 및 퇴임,임원 계약 및 퇴임 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0450,임원조직,인력운영,임원 계약 및 퇴임,임원 계약 및 퇴임 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0449
V2-L6-0451,임원조직,인력운영,임원 계약 및 퇴임,임원 계약 및 퇴임 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0450
V2-L6-0452,임원조직,인력운영,임원 근원 및 인물평,임원 근원 및 인물평 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0453,임원조직,인력운영,임원 근원 및 인물평,임원 근원 및 인물평 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0452
V2-L6-0454,임원조직,인력운영,임원 근원 및 인물평,임원 근원 및 인물평 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0453
V2-L6-0455,임원조직,인력운영,임원 석세션 플랜,임원 석세션 플랜 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0456,임원조직,인력운영,임원 석세션 플랜,임원 석세션 플랜 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0455
V2-L6-0457,임원조직,인력운영,임원 석세션 플랜,임원 석세션 플랜 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0456
V2-L6-0458,임원조직,인력운영,임원 피드백 면담,임원 피드백 면담 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0459,임원조직,인력운영,임원 피드백 면담,임원 피드백 면담 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0458
V2-L6-0460,임원조직,인력운영,임원 피드백 면담,임원 피드백 면담 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0459
V2-L6-0461,임원조직,인력운영,조직도 작성,조직도 작성 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
