Activity_ID,L3(도메인),Redesign_L4,Redesign_L5,Redesign_L6,Cadence,Output Type,pre_dependency,seq,Digital Trace
V2-L6-0001,총무,의사결정·승인 프로세스 그룹,날인 및 증명서 관리 [기준확정],날인 및 증명서  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0314,보상/근태,통보·핸드오프 프로세스 그룹,Office근무시간오류관리 [통보인계],Office근무시간오류관리 결과 통보 발송 완료,상시,notification_doc,V2-L6-0313,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0315,보상/근태,의사결정·승인 프로세스 그룹,초과근무시간반영 [기준확정],초과근무시간반영 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0316,보상/근태,실행·반영 프로세스 그룹,초과근무시간반영 [실행등록],초과근무시간반영 결과표 등록,상시,analysis_report,V2-L6-0315,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0317,보상/근태,실행·반영 프로세스 그룹,초과근무시간반영 [통보인계],초과근무시간반영 결과 통보 발송,상시,notification_doc,V2-L6-0316,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0318,보상/근태,의사결정·승인 프로세스 그룹,일반근태 [기준확정],일반근태 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0319,보상/근태,실행·반영 프로세스 그룹,일반근태 [실행등록],일반근태 결과표 등록,상시,analysis_report,V2-L6-0318,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0320,보상/근태,통보·핸드오프 프로세스 그룹,일반근태 [통보인계],일반근태 결과 통보 발송 완료,상시,notification_doc,V2-L6-0319,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0321,보상/근태,의사결정·승인 프로세스 그룹,임직원휴가생성 [기준확정],임직원휴가생성 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0322,보상/근태,실행·반영 프로세스 그룹,임직원휴가생성 [실행등록],임직원휴가생성 결과표 등록,상시,analysis_report,V2-L6-0321,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0323,보상/근태,통보·핸드오프 프로세스 그룹,임직원휴가생성 [통보인계],임직원휴가생성 결과 통보 발송 완료,상시,notification_doc,V2-L6-0322,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0324,임원조직,의사결정·승인 프로세스 그룹,임원 석세션 플랜 [기준확정],임원 석세션 플랜 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0325,임원조직,실행·반영 프로세스 그룹,임원 석세션 플랜 [실행등록],임원 석세션 플랜 결과표 등록,상시,analysis_report,V2-L6-0324,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0326,임원조직,통보·핸드오프 프로세스 그룹,임원 석세션 플랜 [통보인계],임원 석세션 플랜 결과 통보 발송 완료,상시,notification_doc,V2-L6-0325,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0327,임원조직,의사결정·승인 프로세스 그룹,임원 피드백 면담 [기준확정],임원 피드백 면담 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0328,임원조직,실행·반영 프로세스 그룹,임원 피드백 면담 [실행등록],임원 피드백 면담 결과표 등록,상시,analysis_report,V2-L6-0327,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0329,임원조직,통보·핸드오프 프로세스 그룹,임원 피드백 면담 [통보인계],임원 피드백 면담 결과 통보 발송 완료,상시,notification_doc,V2-L6-0328,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0330,임원조직,의사결정·승인 프로세스 그룹,핵심리더 선발 [기준확정],핵심리더 선발 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0331,임원조직,실행·반영 프로세스 그룹,핵심리더 선발 [실행등록],핵심리더 선발 결과표 등록,상시,analysis_report,V2-L6-0330,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0332,임원조직,통보·핸드오프 프로세스 그룹,핵심리더 선발 [통보인계],핵심리더 선발 결과 통보 발송 완료,상시,notification_doc,V2-L6-0331,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0333,임원조직,의사결정·승인 프로세스 그룹,임원 근원 및 인물평 [기준확정],임원 근원 및 인물평 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0334,임원조직,실행·반영 프로세스 그룹,임원 근원 및 인물평 [실행등록],임원 근원 및 인물평 결과표 등록,상시,analysis_report,V2-L6-0333,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0335,임원조직,통보·핸드오프 프로세스 그룹,임원 근원 및 인물평 [통보인계],임원 근원 및 인물평 결과 통보 발송 완료,상시,notification_doc,V2-L6-0334,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0336,임원조직,의사결정·승인 프로세스 그룹,조직도 작성 [기준확정],조직도 작성 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0337,임원조직,실행·반영 프로세스 그룹,조직도 작성 [실행등록],조직도 작성 결과표 등록,상시,analysis_report,V2-L6-0336,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0338,임원조직,통보·핸드오프 프로세스 그룹,조직도 작성 [통보인계],조직도 작성 결과 통보 발송 완료,상시,notification_doc,V2-L6-0337,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0339,임원조직,의사결정·승인 프로세스 그룹,임원 계약 및 퇴임 [기준확정],임원 계약 및 퇴임 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0340,임원조직,실행·반영 프로세스 그룹,임원 계약 및 퇴임 [실행등록],임원 계약 및 퇴임 결과표 등록,상시,analysis_report,V2-L6-0339,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0341,임원조직,통보·핸드오프 프로세스 그룹,임원 계약 및 퇴임 [통보인계],임원 계약 및 퇴임 결과 통보 발송 완료,상시,notification_doc,V2-L6-0340,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0342,임원조직,의사결정·승인 프로세스 그룹,퇴임임원 후속조치 [기준확정],퇴임임원 후속조치 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0343,임원조직,실행·반영 프로세스 그룹,퇴임임원 후속조치 [실행등록],퇴임임원 후속조치 결과표 등록,상시,analysis_report,V2-L6-0342,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0344,임원조직,통보·핸드오프 프로세스 그룹,퇴임임원 후속조치 [통보인계],퇴임임원 후속조치 결과 통보 발송 완료,상시,notification_doc,V2-L6-0343,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0345,임원조직,의사결정·승인 프로세스 그룹,조직개편 [기준확정],조직개편 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0346,임원조직,실행·반영 프로세스 그룹,조직개편 [실행등록],중간 조직개편 결과표 등록,상시,analysis_report,V2-L6-0345,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0347,임원조직,실행·반영 프로세스 그룹,조직개편 [통보인계],중간 조직개편 결과표 등록,상시,analysis_report,V2-L6-0346,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0348,임원조직,접수·수집 프로세스 그룹,조직개편 [확장단계4],조직개편 요청서 등록 완료,상시,analysis_report,V2-L6-0347,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0349,임원조직,실행·반영 프로세스 그룹,조직개편 [확장단계5],조직개편 반영완료 로그 생성,상시,status_log,V2-L6-0348,5,상태값 변경 이력 | 시스템 동기화 반영 로그 | 처리 완료 타임스탬프
V2-L6-0350,임원조직,의사결정·승인 프로세스 그룹,SLP/TLP 과정 [기준확정],SLP/TLP 과정 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0351,임원조직,실행·반영 프로세스 그룹,SLP/TLP 과정 [실행등록],중간 SLP/TLP 과정 결과표 등록,상시,analysis_report,V2-L6-0350,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0352,임원조직,실행·반영 프로세스 그룹,SLP/TLP 과정 [통보인계],중간 SLP/TLP 과정 결과표 등록,상시,analysis_report,V2-L6-0351,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0353,임원조직,전략·기획 프로세스 그룹,SLP/TLP 과정 [확장단계4],TLP 과정 운영계획서 확정,상시,approval_doc,V2-L6-0352,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0354,임원조직,운영 공통 프로세스 그룹,SLP/TLP 과정 [확장단계5],SLP 발행,상시,training_status,V2-L6-0353,5,업무 처리 이력 로그 | 결과 데이터 저장 이력 | SLP 발행 관련 증빙 기록
V2-L6-0355,임원조직,운영 공통 프로세스 그룹,SLP/TLP 과정 [확장단계6],TLP 수료결과표 발행,상시,analysis_report,V2-L6-0354,6,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0356,임원조직,의사결정·승인 프로세스 그룹,임원 부부 명상과정 [기준확정],임원 부부 명상과정 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0357,임원조직,실행·반영 프로세스 그룹,임원 부부 명상과정 [실행등록],임원 부부 명상과정 결과표 등록,상시,analysis_report,V2-L6-0356,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0358,임원조직,통보·핸드오프 프로세스 그룹,임원 부부 명상과정 [통보인계],임원 부부 명상과정 결과 통보 발송 완료,상시,notification_doc,V2-L6-0357,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0359,임원조직,의사결정·승인 프로세스 그룹,그룹장 양성과정 [기준확정],그룹장 양성과정 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0360,임원조직,실행·반영 프로세스 그룹,그룹장 양성과정 [실행등록],그룹장 양성과정 결과표 등록,상시,analysis_report,V2-L6-0359,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0361,임원조직,통보·핸드오프 프로세스 그룹,그룹장 양성과정 [통보인계],그룹장 양성과정 결과 통보 발송 완료,상시,notification_doc,V2-L6-0360,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0362,인력운영,의사결정·승인 프로세스 그룹,사내 Job Posting [기준확정],사내 Job Posting 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0363,인력운영,실행·반영 프로세스 그룹,사내 Job Posting [실행등록],사내 Job Posting 결과표 등록,상시,analysis_report,V2-L6-0362,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0364,인력운영,통보·핸드오프 프로세스 그룹,사내 Job Posting [통보인계],사내 Job Posting 결과 통보 발송 완료,상시,notification_doc,V2-L6-0363,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0365,인력운영,의사결정·승인 프로세스 그룹,개별 전배 [기준확정],개별 전배 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0366,인력운영,실행·반영 프로세스 그룹,개별 전배 [실행등록],개별 전배 결과표 등록,상시,analysis_report,V2-L6-0365,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0367,인력운영,통보·핸드오프 프로세스 그룹,개별 전배 [통보인계],개별 전배 결과 통보 발송 완료,상시,notification_doc,V2-L6-0366,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0368,인력운영,의사결정·승인 프로세스 그룹,전입 [기준확정],전입 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0369,인력운영,실행·반영 프로세스 그룹,전입 [실행등록],전입 결과표 등록,상시,analysis_report,V2-L6-0368,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0370,인력운영,통보·핸드오프 프로세스 그룹,전입 [통보인계],전입 결과 통보 발송 완료,상시,notification_doc,V2-L6-0369,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0371,인력운영,의사결정·승인 프로세스 그룹,휴직 [기준확정],휴직 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0372,인력운영,실행·반영 프로세스 그룹,휴직 [실행등록],휴직 결과표 등록,상시,analysis_report,V2-L6-0371,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0373,인력운영,통보·핸드오프 프로세스 그룹,휴직 [통보인계],휴직 결과 통보 발송 완료,상시,notification_doc,V2-L6-0372,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0374,인력운영,의사결정·승인 프로세스 그룹,복직 [기준확정],복직 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
