[Origin] L5 Name,[Origin] L6 Name,Activity_ID,[Current] L5 Name,[Current] L6 Name,Cadence,Output Type,Change_Logic,L3(도메인)
사원정보 관리,신상정보 본인 수정,V2-L6-0410,사원정보 관리,사원정보  기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
사원정보 관리,변경정보 승인요청/증빙서류 제출,V2-L6-0411,사원정보 관리,사원정보  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
사원정보 관리,요청사항 검토/승인,V2-L6-0412,사원정보 관리,사원정보  결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
인력 DB 관리,월마감 인력 관리,V2-L6-0401,인력 DB 관리,인력 DB  기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
인력 DB 관리,지표 관리,V2-L6-0402,인력 DB 관리,인력 DB  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
인력 DB 관리,지표요청 대응,V2-L6-0403,인력 DB 관리,인력 DB  결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
인사발령,정기 인사 발령 대상자 취합,V2-L6-0404,인사발령,인사발령 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
인사발령,인사 발령 보고/승인,V2-L6-0405,인사발령,인사발령 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
인사발령,인사발령 내역 사업부/부서 공지,V2-L6-0406,인사발령,인사발령 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
제증명 관리,"재직자, 퇴직자 제증명 발급 요청",V2-L6-0398,제증명 관리,제증명  기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
제증명 관리,예외 내용 검토,V2-L6-0399,제증명 관리,제증명  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
제증명 관리,내용 수정 및 발급 승인,V2-L6-0400,제증명 관리,제증명  결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
리텐션,우수인력 관리,V2-L6-0380,리텐션,리텐션 기준서 확정,수시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
리텐션,퇴직 사유 관리,V2-L6-0381,리텐션,리텐션 결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
리텐션,유형별 맞춤형 리텐션 방안 수립,V2-L6-0382,리텐션,리텐션 결과 통보 발송 완료,수시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
퇴직,퇴직 면담 요청,V2-L6-0377,퇴직,퇴직 기준서 확정,수시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청",V2-L6-0378,퇴직,퇴직 결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
퇴직,퇴직 행정사항 안내,V2-L6-0379,퇴직,퇴직 결과 통보 발송 완료,수시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
복직,"복직 안내(한달전, 일주일전)",V2-L6-0374,복직,복직 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
복직,출근 및 행정사항 처리,V2-L6-0375,복직,복직 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
복직,연장 휴직원 작성 안내,V2-L6-0376,복직,복직 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
휴직,휴직 신청,V2-L6-0371,휴직,휴직 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
휴직,"휴직 적정성 및 일정, 서류 검토",V2-L6-0372,휴직,휴직 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,인력운영
휴직,휴직 행정사항 안내,V2-L6-0373,휴직,휴직 결과 통보 발송 완료,상시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,인력운영
SLP/TLP 과정,(원본 L6 미기재),V2-L6-0350,SLP/TLP 과정,SLP/TLP 과정 기준서 확정,상시,approval_doc,단일 프로세스를 6단계 성과활동으로 분해,임원조직
SLP/TLP 과정,(원본 L6 미기재),V2-L6-0351,SLP/TLP 과정,중간 SLP/TLP 과정 결과표 등록,상시,analysis_report,단일 프로세스를 6단계 성과활동으로 분해,임원조직
SLP/TLP 과정,(원본 L6 미기재),V2-L6-0352,SLP/TLP 과정,중간 SLP/TLP 과정 결과표 등록,상시,analysis_report,단일 프로세스를 6단계 성과활동으로 분해,임원조직
SLP/TLP 과정,(원본 L6 미기재),V2-L6-0353,SLP/TLP 과정,TLP 과정 운영계획서 확정,상시,approval_doc,단일 프로세스를 6단계 성과활동으로 분해,임원조직
SLP/TLP 과정,(원본 L6 미기재),V2-L6-0354,SLP/TLP 과정,SLP 발행,상시,training_status,단일 프로세스를 6단계 성과활동으로 분해,임원조직
SLP/TLP 과정,(원본 L6 미기재),V2-L6-0355,SLP/TLP 과정,TLP 수료결과표 발행,상시,analysis_report,단일 프로세스를 6단계 성과활동으로 분해,임원조직
그룹장 양성과정,(원본 L6 미기재),V2-L6-0359,그룹장 양성과정,그룹장 양성과정 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
그룹장 양성과정,(원본 L6 미기재),V2-L6-0360,그룹장 양성과정,그룹장 양성과정 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,임원조직
그룹장 양성과정,(원본 L6 미기재),V2-L6-0361,그룹장 양성과정,그룹장 양성과정 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 부부 명상과정,(원본 L6 미기재),V2-L6-0356,임원 부부 명상과정,임원 부부 명상과정 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 부부 명상과정,(원본 L6 미기재),V2-L6-0357,임원 부부 명상과정,임원 부부 명상과정 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 부부 명상과정,(원본 L6 미기재),V2-L6-0358,임원 부부 명상과정,임원 부부 명상과정 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 계약 및 퇴임,(원본 L6 미기재),V2-L6-0339,임원 계약 및 퇴임,임원 계약 및 퇴임 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 계약 및 퇴임,(원본 L6 미기재),V2-L6-0340,임원 계약 및 퇴임,임원 계약 및 퇴임 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 계약 및 퇴임,(원본 L6 미기재),V2-L6-0341,임원 계약 및 퇴임,임원 계약 및 퇴임 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 근원 및 인물평,(원본 L6 미기재),V2-L6-0333,임원 근원 및 인물평,임원 근원 및 인물평 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 근원 및 인물평,(원본 L6 미기재),V2-L6-0334,임원 근원 및 인물평,임원 근원 및 인물평 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 근원 및 인물평,(원본 L6 미기재),V2-L6-0335,임원 근원 및 인물평,임원 근원 및 인물평 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 석세션 플랜,(원본 L6 미기재),V2-L6-0324,임원 석세션 플랜,임원 석세션 플랜 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 석세션 플랜,(원본 L6 미기재),V2-L6-0325,임원 석세션 플랜,임원 석세션 플랜 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 석세션 플랜,(원본 L6 미기재),V2-L6-0326,임원 석세션 플랜,임원 석세션 플랜 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 피드백 면담,(원본 L6 미기재),V2-L6-0327,임원 피드백 면담,임원 피드백 면담 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 피드백 면담,(원본 L6 미기재),V2-L6-0328,임원 피드백 면담,임원 피드백 면담 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,임원조직
임원 피드백 면담,(원본 L6 미기재),V2-L6-0329,임원 피드백 면담,임원 피드백 면담 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
조직도 작성,(원본 L6 미기재),V2-L6-0336,조직도 작성,조직도 작성 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
조직도 작성,(원본 L6 미기재),V2-L6-0337,조직도 작성,조직도 작성 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,임원조직
조직도 작성,(원본 L6 미기재),V2-L6-0338,조직도 작성,조직도 작성 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
퇴임임원 후속조치,(원본 L6 미기재),V2-L6-0342,퇴임임원 후속조치,퇴임임원 후속조치 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
퇴임임원 후속조치,(원본 L6 미기재),V2-L6-0343,퇴임임원 후속조치,퇴임임원 후속조치 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,임원조직
퇴임임원 후속조치,(원본 L6 미기재),V2-L6-0344,퇴임임원 후속조치,퇴임임원 후속조치 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
핵심리더 선발,(원본 L6 미기재),V2-L6-0330,핵심리더 선발,핵심리더 선발 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
핵심리더 선발,(원본 L6 미기재),V2-L6-0331,핵심리더 선발,핵심리더 선발 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,임원조직
핵심리더 선발,(원본 L6 미기재),V2-L6-0332,핵심리더 선발,핵심리더 선발 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,임원조직
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0345,조직개편,조직개편 기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,임원조직
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0346,조직개편,중간 조직개편 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,임원조직
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0347,조직개편,중간 조직개편 결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,임원조직
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0348,조직개편,조직개편 요청서 등록 완료,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,임원조직
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0349,조직개편,조직개편 반영완료 로그 생성,상시,status_log,모호한 동사를 결과 상태 중심으로 교정,임원조직
국내/해외/IP 변호사 관리,계약서 관리,V2-L6-0707,국내/해외/IP 변호사 관리,국내/해외/IP 변호사  기준서 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
국내/해외/IP 변호사 관리,계약서 관리,V2-L6-0708,국내/해외/IP 변호사 관리,중간 국내/해외/IP 변호사  결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
국내/해외/IP 변호사 관리,계약서 관리,V2-L6-0709,국내/해외/IP 변호사 관리,중간 국내/해외/IP 변호사  결과표 등록,상시,analysis_report,단일 프로세스를 9단계 성과활동으로 분해,제도
국내/해외/IP 변호사 관리,계약직 운영기준 관리,V2-L6-0710,국내/해외/IP 변호사 관리,국내 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
국내/해외/IP 변호사 관리,계약직 운영기준 관리,V2-L6-0711,국내/해외/IP 변호사 관리,국내 발송 완료,상시,notification_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
국내/해외/IP 변호사 관리,재계약 처우 결정,V2-L6-0712,국내/해외/IP 변호사 관리,해외 확정,상시,approval_doc,단일 프로세스를 9단계 성과활동으로 분해,제도
